id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,,
494,1255,Mastercard,Debit,5826930335951620,6/1/2023,803,YES,1,$9773,1/1/2020,2020,,
1521,1255,Mastercard,Debit,5040609131348650,12/1/2023,98,YES,1,$13130,2/1/2020,2020,,
495,85,Mastercard,Debit,5335622486722960,10/1/2023,617,YES,2,$9953,1/1/2020,2020,,
3923,1382,Amex,Credit,302128691810206,11/1/2021,236,YES,1,$9000,7/1/2010,2015,,
2838,1382,Mastercard,Debit,5947766191531250,10/1/2024,760,YES,2,$11415,5/1/2003,2013,,
5262,1382,Visa,Credit,4371359117883350,5/1/2022,931,YES,2,$1900,10/1/2012,2012,,
1110,1382,Mastercard,Debit (Prepaid),5517746118509990,1/1/2017,251,YES,1,$54,2/1/2007,2008,,
1522,1932,Mastercard,Debit,5050180938587170,7/1/2021,518,YES,1,$405,2/1/2020,2020,,
1210,1217,Mastercard,Debit,5228295335343430,3/1/2011,82,NO,1,$23907,2/1/2010,2010,,
5030,1217,Visa,Credit,4963325399756420,6/1/2022,180,YES,2,$15500,10/1/2005,2010,,
4086,1217,Visa,Debit,4540572558695830,8/1/2020,540,YES,2,$3415,8/1/1996,2012,,
1123,514,Visa,Credit,4662965490409080,4/1/2023,240,YES,2,$8500,2/1/2007,2007,,
2155,514,Visa,Debit,4170396856656250,3/1/2020,831,YES,2,$11473,3/1/2007,2008,,
5759,514,Mastercard,Debit,5568405807581710,7/1/2022,187,YES,3,$23932,12/1/1999,2011,,
4322,514,Mastercard,Debit,5304746158026150,8/1/2013,249,YES,1,$9614,8/1/2010,2010,,
5959,232,Mastercard,Debit,5761678069979330,2/1/2020,725,YES,1,$58709,12/1/2009,2009,,
2214,232,Mastercard,Debit (Prepaid),5828021478542640,1/1/2016,350,YES,1,$98,3/1/2009,2009,,
3125,232,Visa,Debit,4247339520232390,7/1/2022,598,YES,1,$24401,5/1/2012,2012,,
4174,445,Mastercard,Debit,5472231620359220,1/1/2016,726,YES,1,$3628,8/1/2006,2013,,
1807,1206,Visa,Debit,4182923459647400,2/1/2020,603,YES,1,$47359,2/1/2020,2020,,
244,1206,Visa,Debit,4866080343433200,5/1/2010,1,YES,2,$41205,1/1/2010,2010,,
194,1206,Mastercard,Credit,5328878941102910,3/1/2016,847,YES,2,$17400,1/1/2009,2010,,
4469,1276,Mastercard,Debit,5785225381364910,4/1/2022,851,YES,1,$17688,8/1/2018,2018,,
5076,1276,Mastercard,Credit,5056180854217530,10/1/2021,183,YES,1,$15000,10/1/2007,2013,,
996,1276,Mastercard,Debit,5192100992523220,3/1/2023,276,YES,2,$27075,2/1/2002,2015,,
5954,1276,Discover,Credit,6099048775831280,4/1/2022,120,YES,1,$13700,12/1/2009,2010,,
2009,1276,Mastercard,Credit,5730775331108600,4/1/2024,910,YES,1,$19000,3/1/1998,2016,,
193,875,Discover,Credit,6670752769501820,4/1/2014,213,NO,2,$14300,1/1/2009,2010,,
3495,875,Visa,Credit,4016664416211100,5/1/2024,840,YES,1,$7600,6/1/2010,2010,,
2380,875,Mastercard,Debit,5835488238900100,11/1/2020,203,NO,1,$13788,3/1/2019,2019,,
496,875,Mastercard,Debit,5942817121899540,8/1/2022,408,YES,1,$20801,1/1/2020,2020,,
2684,1546,Visa,Debit,4483206793672490,6/1/2024,339,YES,2,$19015,4/1/2011,2011,,
245,1546,Visa,Debit,4030476430498480,7/1/2013,437,YES,2,$2181,1/1/2010,2011,,
5504,1546,Visa,Credit,4952050120824100,5/1/2023,167,YES,2,$6400,11/1/2007,2007,,
6024,1546,Visa,Debit (Prepaid),4985729409791180,7/1/2011,408,YES,2,$78,12/1/2010,2011,,
497,422,Mastercard,Debit (Prepaid),5352787929411470,1/1/2024,196,NO,2,$63,1/1/2020,2020,,
1523,422,Mastercard,Debit,5764720476661120,8/1/2023,350,NO,1,$12907,2/1/2020,2020,,
498,422,Mastercard,Credit,5649118777959740,5/1/2022,123,YES,1,$6500,1/1/2020,2020,,
1441,422,Discover,Credit,6905561508213690,11/1/2024,902,YES,1,$7100,2/1/2020,2020,,
3380,519,Mastercard,Debit,5167739038207670,2/1/2020,35,YES,1,$12353,6/1/2008,2008,,
4390,519,Mastercard,Debit (Prepaid),5483130582779110,5/1/2020,139,YES,2,$65,8/1/2012,2012,,
3555,519,Visa,Debit (Prepaid),4031459906447370,4/1/2018,0,YES,1,$72,6/1/2012,2012,,
3173,519,Mastercard,Debit,5608799929769380,1/1/2024,653,YES,2,$18526,5/1/2016,2016,,
2867,1408,Visa,Debit,4751759256983270,12/1/2023,978,YES,2,$6513,5/1/2004,2013,,
5522,1408,Mastercard,Debit,5827922070073560,8/1/2020,665,YES,1,$5044,11/1/2008,2008,,
3821,1204,Visa,Debit,4964837149375450,8/1/2023,692,NO,2,$25079,7/1/2007,2008,,
2788,1204,Visa,Debit,4786456074959150,4/1/2024,463,YES,1,$39578,4/1/2019,2019,,
210,1204,Visa,Debit,4780113572248860,10/1/2022,498,YES,1,$36641,1/1/2009,2009,,
783,276,Visa,Debit,4732187570005930,11/1/2023,875,YES,1,$1083,1/1/2020,2020,,
1524,276,Mastercard,Debit,5579968242146940,3/1/2021,908,YES,1,$9628,2/1/2020,2020,,
392,1133,Amex,Credit,364782097416183,9/1/2024,787,YES,2,$13500,1/1/2020,2020,,
5211,1133,Visa,Debit,4332848097947140,5/1/2019,247,YES,2,$12512,10/1/2010,2012,,
2586,1133,Visa,Debit,4874200877830190,4/1/2023,234,YES,2,$21442,4/1/2008,2015,,
195,1133,Mastercard,Debit (Prepaid),5491911967251850,4/1/2024,256,YES,2,$69,1/1/2009,2013,,
784,1035,Visa,Debit,4123430883366050,6/1/2022,929,NO,2,$22700,1/1/2020,2020,,
1808,1035,Visa,Debit (Prepaid),4477381812397470,2/1/2020,256,YES,2,$60,2/1/2020,2020,,
4688,710,Visa,Debit (Prepaid),4291584295091270,7/1/2021,284,NO,2,$80,9/1/2008,2013,,
3155,710,Visa,Credit,4977439177902700,10/1/2023,725,YES,1,$1300,5/1/2014,2014,,
4395,710,Visa,Debit,4083830555953340,9/1/2019,35,YES,1,$40984,8/1/2012,2012,,
5233,582,Mastercard,Debit,5000642222050140,1/1/2016,949,YES,1,$19536,10/1/2011,2014,,
2010,582,Mastercard,Debit,5706945213874110,2/1/2009,808,YES,1,$9044,3/1/1999,2013,,
3634,582,Visa,Credit,4880127142903320,5/1/2024,582,NO,2,$12500,6/1/2018,2018,,
5880,821,Mastercard,Debit,5709350938591090,9/1/2021,841,YES,2,$2338,12/1/2007,2016,,
6131,821,Amex,Credit,340249970172495,7/1/2024,789,YES,1,$3900,12/1/2017,2017,,
59,1352,Visa,Debit,4969931231497490,11/1/2019,728,YES,2,$12528,1/1/2004,2012,,
2403,1352,Mastercard,Debit,5065991934613610,3/1/2020,444,YES,2,$19756,4/1/1999,2013,,
5355,1352,Mastercard,Debit,5074153322431980,10/1/1999,15,YES,1,$2042,11/1/1998,2008,,
3286,831,Discover,Credit,6343000201050370,6/1/2020,991,YES,1,$8300,6/1/2005,2013,,
4156,831,Mastercard,Debit,5176991873510830,4/1/2022,744,YES,2,$8571,8/1/2005,2015,,
499,936,Mastercard,Debit,5193598337004770,8/1/2020,655,YES,1,$19369,1/1/2020,2020,,
785,936,Visa,Debit (Prepaid),4651166179945080,7/1/2024,135,YES,1,$70,1/1/2020,2020,,
1525,936,Mastercard,Debit,5169330864187600,10/1/2020,927,YES,1,$15127,2/1/2020,2020,,
425,936,Discover,Credit,6575727919683830,3/1/2022,371,YES,1,$9400,1/1/2020,2020,,
1809,936,Visa,Credit,4254671354232310,6/1/2022,566,YES,2,$5400,2/1/2020,2020,,
3312,578,Mastercard,Debit,5639231472661420,6/1/2006,482,YES,1,$17167,6/1/2006,2007,,
4807,1997,Mastercard,Debit,5974521557482720,8/1/2020,89,YES,1,$25048,9/1/2011,2011,,
5786,1997,Amex,Credit,373196972571995,8/1/2022,333,YES,1,$25600,12/1/2003,2009,,
3343,1997,Mastercard,Debit,5145075395048640,7/1/2020,818,YES,2,$17257,6/1/2007,2007,,
2481,1997,Mastercard,Debit,5446247483875540,2/1/2022,977,NO,2,$31829,4/1/2005,2020,,
5106,1997,Mastercard,Debit,5138861544730250,9/1/2014,695,YES,2,$3991,10/1/2008,2013,,
5457,1997,Mastercard,Debit,5450840398353040,5/1/2024,172,YES,2,$3991,11/1/2006,2013,,
5808,1997,Mastercard,Debit,5957840395918290,1/1/2024,232,YES,2,$34953,12/1/2004,2011,,
1378,258,Mastercard,Debit,5200497031723070,11/1/2021,790,YES,1,$21726,2/1/2018,2018,,
3197,258,Visa,Debit,4410595521974950,8/1/2020,468,YES,1,$15063,5/1/2017,2017,,
500,258,Mastercard,Debit,5979251671199850,1/1/2020,949,YES,1,$12596,1/1/2020,2020,,
2912,851,Visa,Debit,4977782671344110,1/1/2009,467,NO,2,$6335,5/1/2006,2020,,
4243,851,Mastercard,Debit (Prepaid),5953262218021150,4/1/2014,328,YES,1,$43,8/1/2008,2013,,
3613,851,Visa,Credit,4453479289853590,1/1/2020,438,YES,2,$8100,6/1/2016,2016,,
1241,851,Visa,Credit,4484651040009260,4/1/2023,400,YES,2,$8900,2/1/2010,2010,,
4148,1951,Amex,Credit,397408628397205,1/1/2024,358,YES,1,$16000,8/1/2005,2008,,
4157,1951,Mastercard,Debit,5131315390682570,4/1/2011,260,YES,2,$19304,8/1/2005,2010,,
3360,1951,Visa,Debit,4667539931017680,10/1/2020,724,YES,2,$36548,6/1/2007,2015,,
1142,1951,Mastercard,Debit,5494695767588580,12/1/2023,105,YES,1,$10354,2/1/2008,2010,,
3188,1951,Discover,Credit,6059981259285360,8/1/2024,661,YES,1,$8000,5/1/2017,2017,,
501,1978,Mastercard,Debit,5070126203216170,1/1/2020,795,YES,2,$1559,1/1/2020,2020,,
1526,1978,Mastercard,Debit,5293367010895790,2/1/2020,489,YES,1,$15100,2/1/2020,2020,,
4948,1897,Mastercard,Debit,5695371675609170,12/1/2023,110,YES,1,$51302,10/1/2001,2010,,
3690,1897,Mastercard,Debit (Prepaid),5727246621737800,9/1/2014,184,YES,1,$80,7/1/2003,2010,,
4337,972,Visa,Credit,4613780379002620,10/1/2021,881,YES,1,$15800,8/1/2010,2012,,
6052,972,Visa,Credit,4349828024185760,11/1/2020,209,YES,1,$16800,12/1/2011,2011,,
4166,972,Visa,Debit,4831547258942100,11/1/2021,45,NO,1,$2508,8/1/2005,2012,,
5689,972,Visa,Credit,4030101439693860,12/1/2022,924,NO,2,$2600,11/1/2013,2013,,
2482,1010,Mastercard,Debit,5598838646522270,5/1/2022,590,YES,1,$4851,4/1/2005,2020,,
3047,1243,Mastercard,Credit,5688444191664890,6/1/2023,723,YES,1,$7300,5/1/2010,2011,,
3884,1243,Mastercard,Debit,5787876223130820,3/1/2024,137,YES,1,$18540,7/1/2009,2009,,
3928,1243,Mastercard,Debit,5145746225869380,2/1/2014,37,NO,2,$4072,7/1/2010,2010,,
1527,1243,Mastercard,Debit,5867870962214060,2/1/2020,278,YES,1,$1744,2/1/2020,2020,,
3885,1243,Mastercard,Debit (Prepaid),5233021736945260,1/1/2014,561,YES,2,$33,7/1/2009,2013,,
2327,1976,Mastercard,Debit,5905144281673760,2/1/2020,324,YES,1,$17767,3/1/2014,2014,,
4847,1976,Mastercard,Debit (Prepaid),5376202172646610,11/1/2022,419,YES,1,$57,9/1/2013,2013,,
4338,1976,Visa,Debit,4078070579143810,5/1/2022,725,YES,1,$23011,8/1/2010,2010,,
1171,1976,Mastercard,Debit,5320540849135700,10/1/2023,66,YES,1,$21160,2/1/2009,2009,,
502,1976,Mastercard,Debit,5318581534984740,12/1/2021,914,NO,2,$21291,1/1/2020,2020,,
2784,91,Visa,Credit,4905977959597100,10/1/2020,543,YES,1,$19100,4/1/2018,2018,,
2790,1606,Mastercard,Debit,5285784915006140,3/1/2020,790,YES,2,$7834,5/1/1996,2012,,
2735,1201,Visa,Debit,4563146572171390,12/1/2020,510,YES,2,$38317,4/1/2014,2014,,
16,1201,Visa,Debit,4817273521248160,10/1/2023,706,YES,2,$55693,1/1/2000,2006,,
4793,1201,Visa,Debit,4423423702094840,11/1/2020,362,YES,1,$40710,9/1/2010,2010,,
2744,1201,Mastercard,Debit,5614281662886510,12/1/2024,906,YES,2,$61355,4/1/2015,2015,,
503,1887,Mastercard,Credit,5723992473008280,2/1/2020,298,YES,1,$5300,1/1/2020,2020,,
504,1887,Mastercard,Credit,5568613598314700,6/1/2022,926,YES,1,$15800,1/1/2020,2020,,
505,195,Mastercard,Debit,5809559236815240,1/1/2020,643,YES,1,$26219,1/1/2020,2020,,
1442,195,Discover,Credit,6649382937549500,2/1/2020,898,YES,1,$20400,2/1/2020,2020,,
1528,874,Mastercard,Debit,5578581367019950,3/1/2020,532,YES,1,$28066,2/1/2020,2020,,
786,874,Visa,Credit,4995777639723020,6/1/2024,153,NO,2,$19500,1/1/2020,2020,,
506,874,Mastercard,Credit,5618927130201350,4/1/2020,47,YES,1,$15100,1/1/2020,2020,,
5790,1317,Mastercard,Debit,5504388217788240,9/1/2022,389,YES,1,$9059,12/1/2003,2008,,
3576,1317,Mastercard,Credit,5765192294312480,3/1/2024,244,YES,2,$6300,6/1/2014,2014,,
4909,1317,Mastercard,Debit,5049590350537180,12/1/2017,287,YES,1,$12793,9/1/2017,2017,,
1529,1317,Mastercard,Credit,5171047603573610,5/1/2020,472,YES,1,$7800,2/1/2020,2020,,
1280,1311,Visa,Credit,4304336989685850,10/1/2022,38,YES,1,$14000,2/1/2011,2011,,
1530,785,Mastercard,Debit (Prepaid),5802808293999580,2/1/2023,374,NO,1,$80,2/1/2020,2020,,
507,785,Mastercard,Credit,5182039113510180,12/1/2024,533,YES,1,$15400,1/1/2020,2020,,
2638,662,Mastercard,Debit,5178588521108550,4/1/2021,647,YES,2,$28747,4/1/2010,2010,,
3092,662,Mastercard,Debit (Prepaid),5419683819223050,7/1/2021,690,YES,2,$110,5/1/2011,2011,,
5107,847,Mastercard,Debit (Prepaid),5207548471157060,4/1/2022,310,YES,2,$112,10/1/2008,2012,,
3416,847,Discover,Credit,6133343341617020,12/1/2010,252,NO,2,$9700,6/1/2009,2011,,
5581,847,Visa,Credit,4013077897978410,10/1/2013,359,YES,1,$8600,11/1/2009,2014,,
987,847,Mastercard,Debit (Prepaid),5582481832840080,10/1/2004,949,YES,2,$43,2/1/2001,2012,,
5998,847,Mastercard,Debit,5160679758487900,4/1/2015,716,YES,2,$19629,12/1/2010,2011,,
4531,847,Mastercard,Credit,5350725222706420,4/1/2021,29,YES,2,$3400,9/1/2003,2008,,
1531,685,Mastercard,Debit,5208287929207580,1/1/2022,668,YES,2,$20769,2/1/2020,2020,,
1398,685,Amex,Credit,382500319012149,12/1/2022,443,YES,2,$12100,2/1/2020,2020,,
1532,685,Mastercard,Debit,5568206290590570,6/1/2023,658,YES,1,$16371,2/1/2020,2020,,
1533,685,Mastercard,Credit,5316978994490030,10/1/2020,145,YES,1,$12500,2/1/2020,2020,,
1534,685,Mastercard,Debit,5548416164877890,2/1/2020,573,YES,1,$18976,2/1/2020,2020,,
508,685,Mastercard,Debit,5319381223326690,2/1/2020,205,YES,2,$30119,1/1/2020,2020,,
2354,617,Mastercard,Debit,5124149352966220,7/1/2022,255,YES,2,$26147,3/1/2016,2016,,
1810,23,Visa,Debit (Prepaid),4140588094739360,2/1/2020,914,YES,2,$74,2/1/2020,2020,,
787,339,Visa,Credit,4098957147259100,1/1/2024,427,YES,1,$7100,1/1/2020,2020,,
1811,339,Visa,Debit,4728985692143250,5/1/2021,894,YES,2,$13964,2/1/2020,2020,,
1062,280,Visa,Credit,4914230230023480,11/1/2020,149,YES,2,$12000,2/1/2005,2013,,
5856,280,Mastercard,Debit,5503346026525350,7/1/2021,281,YES,2,$14710,12/1/2006,2016,,
2959,280,Mastercard,Credit,5625623929407720,2/1/2024,413,NO,2,$5600,5/1/2008,2011,,
123,280,Amex,Credit,340690023329145,5/1/2007,921,YES,1,$13600,1/1/2007,2009,,
2826,280,Mastercard,Debit,5836255998556360,1/1/2023,124,YES,2,$14592,5/1/2002,2018,,
4404,1473,Mastercard,Debit,5144019472845640,3/1/2024,991,YES,1,$16791,8/1/2013,2013,,
3839,1473,Mastercard,Debit,5401708824823360,9/1/2024,387,YES,1,$15909,7/1/2008,2008,,
1535,1473,Mastercard,Debit,5090437031916520,6/1/2022,678,NO,2,$13466,2/1/2020,2020,,
5108,65,Mastercard,Debit,5427512329623870,11/1/2020,476,YES,2,$5066,10/1/2008,2016,,
4585,65,Visa,Debit,4270727314191300,9/1/2024,431,YES,2,$13452,9/1/2005,2012,,
788,1353,Visa,Debit,4609363841131490,1/1/2020,250,YES,1,$17652,1/1/2020,2020,,
3156,1353,Visa,Debit,4092359255548680,7/1/2018,548,YES,1,$22566,5/1/2014,2014,,
1536,1353,Mastercard,Debit (Prepaid),5739755420014530,1/1/2023,543,YES,2,$101,2/1/2020,2020,,
4200,1353,Mastercard,Debit,5884169220100950,2/1/2009,380,YES,1,$17860,8/1/2007,2010,,
1812,1353,Visa,Debit,4739129887814770,12/1/2024,840,YES,1,$13635,2/1/2020,2020,,
3725,1353,Amex,Credit,340363396133555,10/1/2024,357,YES,1,$12800,7/1/2005,2014,,
966,1353,Mastercard,Debit,5134663281531800,4/1/2022,682,YES,1,$12076,2/1/1999,2012,,
1537,736,Mastercard,Credit,5428449359468270,5/1/2024,692,YES,1,$13500,2/1/2020,2020,,
509,736,Mastercard,Debit (Prepaid),5166680396292020,11/1/2024,462,YES,1,$38,1/1/2020,2020,,
510,736,Mastercard,Debit (Prepaid),5582430794372140,9/1/2024,397,YES,2,$100,1/1/2020,2020,,
4482,1670,Visa,Debit,4011659941572560,1/1/2023,523,YES,1,$24501,8/1/2019,2019,,
3304,1670,Visa,Credit,4281818687372220,11/1/2020,956,YES,1,$15100,6/1/2005,2011,,
5809,1670,Mastercard,Debit,5537300534138480,7/1/2023,933,YES,2,$14709,12/1/2004,2013,,
5603,1670,Mastercard,Debit,5770348525427380,8/1/2020,914,NO,1,$45782,11/1/2010,2015,,
511,1776,Mastercard,Debit,5089550241614490,2/1/2020,625,YES,2,$18292,1/1/2020,2020,,
4938,1776,Amex,Credit,357731604070533,5/1/2020,270,YES,1,$13400,10/1/1999,2012,,
3596,1776,Visa,Credit,4760959420776140,5/1/2021,81,YES,2,$11100,6/1/2015,2015,,
1813,1474,Visa,Debit,4559380028737070,1/1/2023,791,YES,1,$33397,2/1/2020,2020,,
2032,951,Mastercard,Debit (Prepaid),5978230791001460,8/1/2017,310,YES,1,$80,3/1/2002,2008,,
2942,951,Visa,Credit,4609960492769090,3/1/2023,512,YES,2,$5400,5/1/2007,2013,,
2628,951,Amex,Credit,371780853319378,6/1/2021,461,YES,2,$11000,4/1/2010,2010,,
3330,951,Visa,Debit,4717280495507380,3/1/2012,268,YES,1,$8374,6/1/2006,2010,,
3418,1818,Mastercard,Debit,5630819721997630,3/1/2021,160,YES,2,$23691,6/1/2009,2015,,
2259,1818,Visa,Debit,4536093921633360,12/1/2023,783,YES,2,$15817,3/1/2010,2013,,
4711,1818,Mastercard,Debit,5403878573257240,6/1/2024,553,YES,2,$36912,9/1/2009,2015,,
1814,1450,Visa,Debit,4752300617048430,9/1/2021,511,YES,2,$36976,2/1/2020,2020,,
512,1524,Mastercard,Debit,5298405785595860,6/1/2022,451,YES,1,$52121,1/1/2020,2020,,
367,1789,Mastercard,Debit,5969880085380230,3/1/2024,832,YES,1,$12564,1/1/2018,2018,,
5130,1789,Visa,Debit,4719376429761060,5/1/2021,716,YES,1,$15981,10/1/2008,2008,,
5911,767,Visa,Debit,4465904146461420,12/1/2007,172,YES,2,$12758,12/1/2007,2011,,
513,767,Mastercard,Debit (Prepaid),5998020597750680,1/1/2020,259,YES,2,$24,1/1/2020,2020,,
2111,767,Mastercard,Debit,5753826788441340,10/1/2017,195,YES,2,$13209,3/1/2006,2012,,
514,678,Mastercard,Debit,5845664736410400,9/1/2024,157,YES,1,$11254,1/1/2020,2020,,
3577,678,Mastercard,Debit,5815197990139660,5/1/2024,528,YES,2,$16703,6/1/2014,2014,,
3040,678,Discover,Credit,6863075164690670,11/1/2020,357,YES,2,$7300,5/1/2010,2010,,
1300,678,Mastercard,Credit,5190363040476840,8/1/2022,377,YES,2,$8600,2/1/2012,2012,,
960,471,Visa,Debit,4435091514671780,10/1/2013,429,YES,1,$17173,2/1/1997,2014,,
4415,471,Visa,Credit,4610283928454570,3/1/2020,340,YES,2,$22000,8/1/2013,2013,,
5402,471,Mastercard,Debit,5402165032954530,11/1/2009,383,YES,1,$29739,11/1/2004,2008,,
3048,757,Mastercard,Debit,5604853881293160,2/1/2020,942,YES,2,$12905,5/1/2010,2010,,
4175,757,Mastercard,Debit,5304174233835470,10/1/2022,603,YES,2,$447,8/1/2006,2015,,
5458,757,Mastercard,Debit,5018201035940900,2/1/2014,623,YES,1,$22100,11/1/2006,2009,,
3947,757,Visa,Debit,4364504555846510,3/1/2024,787,YES,2,$7616,7/1/2010,2010,,
515,1724,Mastercard,Debit,5820532728475050,7/1/2021,136,YES,1,$17665,1/1/2020,2020,,
5337,1724,Mastercard,Debit,5693890310196690,9/1/2024,794,YES,1,$12551,10/1/2019,2019,,
1399,1724,Amex,Credit,329884815703027,5/1/2022,818,YES,2,$7400,2/1/2020,2020,,
1313,1603,Mastercard,Debit,5495606147026040,6/1/2024,810,YES,2,$14223,2/1/2013,2013,,
2138,1603,Discover,Credit,6439934247827370,3/1/2012,549,NO,1,$11200,3/1/2007,2007,,
2381,1603,Mastercard,Credit,5903180777410760,2/1/2020,618,YES,1,$14000,3/1/2019,2019,,
5981,1603,Visa,Debit (Prepaid),4982837709455780,9/1/2022,119,YES,2,$79,12/1/2009,2009,,
1815,224,Visa,Debit,4254478565698360,2/1/2020,642,YES,2,$13547,2/1/2020,2020,,
1538,808,Mastercard,Debit,5366108681709750,6/1/2022,691,YES,1,$12626,2/1/2020,2020,,
3969,808,Mastercard,Debit,5559631785400350,7/1/2024,138,YES,2,$17042,7/1/2011,2011,,
3516,808,Mastercard,Debit,5868987765320420,1/1/2024,849,YES,2,$11930,6/1/2011,2011,,
5427,1326,Mastercard,Debit,5921343520642550,12/1/2013,630,YES,2,$10442,11/1/2005,2005,,
5561,1326,Mastercard,Debit,5576058870888170,8/1/2023,200,YES,2,$23296,11/1/2009,2014,,
5212,158,Visa,Debit,4436697575956440,6/1/2015,894,YES,1,$19555,10/1/2010,2010,,
516,158,Mastercard,Debit,5217920627763470,2/1/2020,902,YES,1,$22310,1/1/2020,2020,,
5722,1928,Mastercard,Credit,5503548049749430,2/1/2021,850,NO,1,$14800,11/1/2016,2016,,
2434,1928,Visa,Credit,4669390579436580,3/1/2020,661,YES,2,$11300,4/1/2002,2011,,
2442,1928,Mastercard,Debit (Prepaid),5241112690809800,9/1/2022,740,YES,1,$31,4/1/2003,2010,,
4493,1928,Mastercard,Debit,5622935637285350,5/1/2024,799,YES,1,$24090,9/1/1998,2009,,
2112,1575,Mastercard,Debit,5700169734076820,5/1/2011,638,YES,1,$18138,3/1/2006,2008,,
3635,1575,Visa,Debit (Prepaid),4323953877431030,5/1/2023,830,YES,3,$74,6/1/2018,2018,,
224,1575,Mastercard,Debit,5107151477861230,6/1/2021,365,YES,1,$23016,1/1/2010,2010,,
5582,1575,Visa,Debit,4753063175082230,2/1/2020,352,YES,2,$35791,11/1/2009,2009,,
1539,1608,Mastercard,Debit,5604896104987540,7/1/2022,330,YES,1,$15116,2/1/2020,2020,,
5843,1455,Visa,Credit,4096689962299780,8/1/2022,25,YES,1,$8000,12/1/2005,2011,,
1386,1455,Amex,Credit,349159635383087,1/1/2023,386,YES,2,$2200,2/1/2019,2019,,
789,1455,Visa,Credit,4538277638033300,10/1/2024,387,YES,1,$6800,1/1/2020,2020,,
2960,1455,Mastercard,Debit,5738438340474110,3/1/2020,798,YES,1,$427,5/1/2008,2010,,
997,1916,Mastercard,Debit,5361639254366090,2/1/2002,26,YES,1,$22112,2/1/2002,2010,,
4863,1916,Visa,Debit,4815373260593640,4/1/2018,733,YES,2,$10211,9/1/2013,2013,,
5077,1916,Mastercard,Debit,5363716613146250,12/1/2008,937,YES,1,$11940,10/1/2007,2011,,
2395,1916,Visa,Credit,4234252140022110,9/1/2021,115,YES,1,$7400,4/1/1994,2010,,
3305,1916,Visa,Debit (Prepaid),4541177168542350,2/1/2021,768,NO,1,$64,6/1/2005,2014,,
2856,1916,Mastercard,Debit,5079032910713560,12/1/2022,402,YES,2,$7343,5/1/2004,2013,,
3258,1916,Visa,Credit,4494411189246870,1/1/2023,670,YES,1,$5500,6/1/2003,2010,,
157,1617,Mastercard,Debit,5907512722234560,1/1/2014,855,YES,2,$3843,1/1/2008,2009,,
517,143,Mastercard,Debit (Prepaid),5710956185196340,2/1/2020,91,YES,2,$72,1/1/2020,2020,,
1540,143,Mastercard,Debit,5969614895288920,2/1/2020,729,YES,1,$21227,2/1/2020,2020,,
1541,143,Mastercard,Debit,5183544081050280,5/1/2022,754,YES,1,$21943,2/1/2020,2020,,
5003,1176,Mastercard,Debit,5274657041301970,4/1/2020,436,YES,2,$47833,10/1/2004,2010,,
2712,1176,Amex,Credit,337116884587546,9/1/2018,164,NO,2,$13400,4/1/2013,2013,,
2629,1176,Amex,Credit,339154209082656,9/1/2010,909,YES,1,$21700,4/1/2010,2010,,
5270,1194,Mastercard,Debit,5489847637452260,5/1/2022,32,YES,2,$19122,10/1/2013,2013,,
3644,1194,Visa,Debit,4312743637718040,11/1/2019,556,YES,2,$17245,6/1/2019,2019,,
5999,1194,Mastercard,Debit,5312379293764300,6/1/2022,244,NO,2,$17564,12/1/2010,2010,,
4614,1194,Visa,Credit,4678372291668320,7/1/2020,966,YES,1,$14100,9/1/2006,2011,,
393,423,Amex,Credit,380507615759333,7/1/2021,194,YES,1,$11400,1/1/2020,2020,,
1542,423,Mastercard,Debit,5643186470669850,9/1/2022,12,YES,2,$18281,2/1/2020,2020,,
2724,580,Mastercard,Debit,5498308482575220,3/1/2021,952,YES,1,$14471,4/1/2014,2014,,
5109,580,Mastercard,Debit,5252283992419480,4/1/2024,136,YES,1,$11399,10/1/2008,2010,,
2961,580,Mastercard,Credit,5795691987889820,4/1/2011,416,YES,3,$12400,5/1/2008,2008,,
303,4,Visa,Debit,4980412921853270,4/1/2021,28,YES,2,$27520,1/1/2012,2012,,
5391,4,Visa,Debit,4537266913886100,4/1/2022,787,YES,1,$38648,11/1/2003,2005,,
1083,4,Mastercard,Debit,5817981997085180,8/1/2008,755,YES,2,$41051,2/1/2006,2006,,
3413,4,Amex,Credit,353090863754405,3/1/2014,451,YES,1,$19300,6/1/2009,2018,,
4201,4,Mastercard,Debit,5693655667464240,12/1/2023,500,YES,2,$9683,8/1/2007,2016,,
3344,530,Mastercard,Debit,5919043204819590,2/1/2020,711,NO,2,$15061,6/1/2007,2007,,
5110,530,Mastercard,Debit,5159330722218970,2/1/2022,857,YES,2,$16652,10/1/2008,2010,,
4848,530,Mastercard,Debit,5609056029992560,2/1/2020,7,YES,1,$10970,9/1/2013,2013,,
4926,530,Visa,Debit,4461414789391510,3/1/2021,277,YES,2,$15458,9/1/2019,2019,,
3145,530,Mastercard,Debit,5955587375467600,7/1/2020,522,YES,2,$11475,5/1/2014,2014,,
4021,530,Mastercard,Debit,5224140626818580,1/1/2017,329,YES,1,$12031,7/1/2014,2014,,
5779,1826,Mastercard,Debit (Prepaid),5691905533359940,10/1/2024,982,YES,1,$49,12/1/2002,2009,,
4666,595,Mastercard,Debit,5406659343798230,12/1/2022,868,YES,2,$14408,9/1/2008,2008,,
